"Severity","Appender","Date","Time","Category","Message"
"INFO","FILES","02/20/2024","23:28:06","cbfs.models.DiskService","- Registered (public:Local) disk."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 's3sdk' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbstreams' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbfs@1.1.2+7) activated in (63ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbjavaloader' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbfeeds' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbmessagebox' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'BCrypt' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbfs' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cborm' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cors@1.0.0) activated in (17ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbsecurity' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbmarkdown' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbjavaloader' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbjavaloader' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (swagger-sdk@2.0.0+82) activated in (21ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'swagger-sdk' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbSwagger@@version.number@+169) activated in (32ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbmailservices' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'jsonprettyprint' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:07","coldbox.system.web.services.ModuleService","+ Module (contentbox-deps@6.1.0-snapshot) activated in (1616ms)"
"INFO","FILES","02/20/2024","23:28:08","coldbox.system.web.services.SchedulerService","Loading ColdBox Task Scheduler (cbScheduler@contentbox) at => modules.contentbox.config.Scheduler..."
"INFO","FILES","02/20/2024","23:28:09","contentbox.models.system.SettingService","> Running ContentBox pre flight checks..."
"INFO","FILES","02/20/2024","23:28:09","contentbox.models.system.SettingService","- Missing core setting (cb_security_login_blocker) found in pre-flight, adding it!"
"INFO","FILES","02/20/2024","23:28:09","contentbox.models.system.SettingService","- Missing core setting (cb_media_allowDelete) found in pre-flight, adding it!"
"INFO","FILES","02/20/2024","23:28:09","contentbox.models.system.SettingService","- Missing core setting (cb_security_login_signin_text) found in pre-flight, adding it!"
